stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Dev\source\repos\Facul\PI\Solano\solano\bin\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.15081] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15094] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15113] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15125] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15138] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15160] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15173] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15180] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15194] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15221] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15233] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15367] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15392] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15429] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15435] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15497] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15503] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15591] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15622] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15649] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15670] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15693] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15704] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15713] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15720] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15756] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15765] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15780] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15794] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15808] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15884] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15892] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15900] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15923] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15930] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15942] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15954] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15961] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15968] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15991] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16000] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.16011] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16017] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.16025] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16032] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.16039] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16054] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.16067] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16073] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.16080] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16086] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16101] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16111] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16124] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16130] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16138] Score is : 657
display  D   display_settings.c:214  debug_display_settings           [   0.16151] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16167] Score is : 665
display  D   display_settings.c:214  debug_display_settings           [   0.16175] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16185] Score is : 673
display  D   display_settings.c:214  debug_display_settings           [   0.16200] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16210] Score is : 681
display  D   display_settings.c:214  debug_display_settings           [   0.16222] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16234] Score is : 689
display  D   display_settings.c:214  debug_display_settings           [   0.16241] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16247] Score is : 697
display  D   display_settings.c:214  debug_display_settings           [   0.16254] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16264] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16273] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16280] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16288] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16296] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16303] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16311] Score is : 657
display  D   display_settings.c:214  debug_display_settings           [   0.16319] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16326] Score is : 665
display  D   display_settings.c:214  debug_display_settings           [   0.16333] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16341] Score is : 673
display  D   display_settings.c:214  debug_display_settings           [   0.16348] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16356] Score is : 681
display  D   display_settings.c:214  debug_display_settings           [   0.16362] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16396] Score is : 689
display  D   display_settings.c:214  debug_display_settings           [   0.16404] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16414] Score is : 697
display  D   display_settings.c:214  debug_display_settings           [   0.16421] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16430] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16437] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16445] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16452] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16459] Score is : 513
display  D   display_settings.c:214  debug_display_settings           [   0.16466] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16474] Score is : 657
